name,dob,gender,email,phone,address,pan,aadhaar,loan_type,loan_amount,income,credit_score,debt_to_income_ratio,loan_purpose,application_channel,repayment_status,loan_approval_status,ip_address,device_id,user_agent,city,state,geo_lat,geo_long,form_fill_time_seconds,login_time_hour,failed_otp_count,num_txn_last_30d,shared_phone_count,shared_device_count,shared_ip_count,email_domain_count,aadhaar_verified,pan_verified,phone_verified,doc_match_score,is_fraud
Ishita Aurora,1965-08-17,Female,gdhar@example.org,7339543686,"H.No. 90, Raval Zila, Panihati-768052",DENFX97537,229782643311,Education,1794787,1680108,397.0,1.07,Travel,Branch,Delayed,Rejected,209.70.210.86,7ef27801-8033-4158-b451-d17d443e76c0,Edge,Tiruppur,Meghalaya,35.654183,87.91781,493,2,0,10,1,1,1,2,True,True,True,0.77,0
Kai Bhakta,1991-11-14,Female,shaurya83@example.net,7113468897,"H.No. 635, Atwal Ganj, Raebareli-689449",WUBLZ28511,641921674477,Home,2383588,275789,637.0,8.64,Business,Online,Delayed,Rejected,178.112.175.227,c8d09be0-4c48-427e-af15-4dc30b48b6ca,Safari,Karawal Nagar,Kerala,33.174672,88.91076,302,19,2,45,1,1,1,2,True,True,True,0.83,0
Krishna Rana,1974-05-13,Other,fitan20@example.org,8699644176,"18/99, Handa Street, Noida-785089",QHGFA95388,387402930832,Education,990551,1926864,410.0,0.51,Travel,Agent,Delayed,Approved,169.62.124.31,a98c937a-a39d-40b5-86ee-0659a31cb476,Edge,Sasaram,Tripura,24.6489,91.40942,582,19,4,86,1,1,1,9,True,True,True,0.61,0
Manan Sathe,1967-11-10,Other,wableurmi@example.org,6128016545,"H.No. 262, Halder Street, Saharsa 699143",CNBNE34105,422682422681,Auto,171438,528359,579.0,0.32,Business,Branch,Delayed,Rejected,37.47.164.147,6f64b410-f73a-4c2e-90f1-ef954d690a2e,Chrome,Nagaon,Chhattisgarh,13.260761,72.154293,418,2,1,94,1,1,1,1,True,True,True,0.64,0
Ayaan Date,1991-04-23,Female,christopher21@example.net,2915289544,"70/93, Tank Marg, Tiruchirappalli-020974",QHVIZ99586,731950270745,Education,1952728,864910,461.0,2.26,Travel,Branch,Defaulted,Rejected,76.217.34.34,9b3184a2-9bb2-4a9e-9245-8b30d365d75b,Opera,Belgaum,Telangana,25.290489,93.616923,167,5,4,6,1,1,1,2,True,True,True,0.71,0
Chanakya Chopra,1983-03-19,Female,dadagirindra@example.com,9845635592,"H.No. 024, Deol Marg, Gopalpur 725575",GYYTI05480,368536302578,Business,1904067,1018606,579.0,1.87,Marriage,Agent,On-time,Rejected,91.23.8.165,12a14bec-adc2-47e1-ac2b-ca0f988ceb36,Safari,Purnia,Arunachal Pradesh,11.215803,87.668319,506,16,5,39,1,1,1,1,True,True,True,0.69,0
Yashoda Gaba,1995-12-13,Male,rameshyashoda@example.net,6412486958,"86/909, Randhawa Zila, Sonipat 678632",QDOXM18488,301887778556,Personal,907412,782122,516.0,1.16,Marriage,Branch,Delayed,Rejected,201.17.97.30,e6600d4c-a69d-4067-853e-ab6bff7dc5b9,Chrome,Rewa,Arunachal Pradesh,8.224167,89.66341,187,4,3,68,1,1,1,4,True,True,True,0.8,0
Lila Misra,1981-07-27,Female,varsha48@example.com,9155772437,"044, Sundaram Path, Ulhasnagar-607221",RSGJK97596,842036069931,Personal,1715437,1957250,343.0,0.88,Medical,Online,Delayed,Approved,198.162.253.219,a58745e0-41ce-4bd6-96e2-1d7578b0ecf8,Edge,Delhi,Karnataka,24.697016,84.628591,435,9,0,51,1,1,1,1,True,True,True,0.99,0
Ekansh Rao,1973-09-12,Other,rayaan69@example.com,5005274348,"82/66, Chander Circle, Dharmavaram-481367",GAOSP03629,584647898224,Education,1567720,334821,747.0,4.68,Renovation,Online,Delayed,Rejected,211.25.78.30,04d738cf-f327-449e-9fb0-ddace9ed74e1,Opera,Chennai,Uttarakhand,10.280766,93.245208,355,7,2,99,1,1,1,3,True,True,True,0.63,0
Maya Manne,2007-03-17,Other,janyamanda@example.com,3844970081,"H.No. 363, Sengupta Marg, Bellary 538381",OSVHT35337,871057420369,Business,863291,1777868,657.0,0.49,Travel,Agent,Defaulted,Approved,218.23.154.207,689e3b32-2ae8-45a5-bdbe-9bdc4b8de355,Firefox,Raiganj,Goa,10.981331,75.423078,185,19,1,97,1,1,1,2,True,True,True,0.67,0
Yug Bala,1967-04-14,Female,abdultrivedi@example.org,9652406993,"81, Dube Zila, Jabalpur-855850",BJUJC19057,472668033070,Education,2414477,1743577,759.0,1.38,Business,Agent,Defaulted,Rejected,189.232.243.103,35bf99a6-3e6d-43e8-aa32-a2251fe2123b,Edge,Latur,Chhattisgarh,12.377765,69.980301,460,20,2,35,1,1,1,10,True,True,True,0.62,0
Jalsa Chana,1961-03-29,Female,vranganathan@example.net,2012403750,"H.No. 52, Tripathi Zila, Jalgaon 862791",SRUYC07561,770719690538,Education,1945464,228868,358.0,8.5,Travel,Branch,On-time,Approved,191.246.124.185,045c9e1f-3e99-4a64-9b8f-55aa906dedb1,Opera,Ozhukarai,Manipur,25.228315,79.149992,575,23,0,57,1,1,1,10,True,True,True,0.86,0
Atharv Lal,1990-09-27,Female,jrau@example.com,4411019757,"566, Raju Chowk, Sambhal-308047",EGENL06266,354267351215,Business,682757,279758,761.0,2.44,Renovation,Branch,Defaulted,Approved,214.174.208.117,d7a4515c-43d1-48d0-ae25-5e8cd5d117b8,Opera,Bhusawal,Mizoram,26.737686,69.135122,456,14,4,66,1,1,1,10,True,True,True,0.66,0
Yagnesh Balakrishnan,1998-06-02,Female,riyamukhopadhyay@example.net,4668759831,"67/98, Sanghvi Marg, Guwahati-081398",IWCOH08226,294100765445,Education,1764503,1774170,646.0,0.99,Business,Agent,On-time,Rejected,176.81.254.222,70981855-7b67-4dd6-9d9c-3525f59e8cae,Chrome,Ranchi,Goa,17.561032,84.180933,403,9,2,92,1,1,1,10,True,True,True,0.95,0
Rehaan Choudhury,1985-11-13,Other,aaravrajagopal@example.org,6442574740,"14/374, Deo Path, Udupi 798914",GKYZF76901,811581822502,Home,1517254,800603,701.0,1.9,Marriage,Agent,Defaulted,Approved,172.193.12.165,4249e05f-59a4-4454-8365-65e28f68639d,Edge,Bokaro,Maharashtra,24.20874,86.661305,344,4,5,89,1,1,1,9,True,True,True,0.64,0
Indali Malhotra,1967-08-20,Other,vasatikarana@example.net,7682893671,"H.No. 36, Barad, Kota 232028",KFTEP64000,611668713917,Auto,126464,910422,616.0,0.14,Marriage,Online,Delayed,Rejected,223.31.161.144,947e3756-43ff-4d42-87b4-79ad6b38de0d,Firefox,Rajkot,Odisha,14.569748,71.989395,87,9,0,64,1,1,1,9,True,True,True,0.93,0
Onkar Varkey,1997-11-15,Male,choudharyyuvraj@example.net,3092383619,"911, Gopal Marg, Anantapuram-731631",QDCUB00130,546838408088,Auto,599659,1402516,685.0,0.43,Marriage,Online,On-time,Approved,220.175.153.51,825e2ba3-cfd3-4ec8-970d-1204addd952f,Safari,Dindigul,Kerala,9.26708,78.564683,251,14,4,36,1,1,1,8,True,True,True,0.69,0
Ekaja Bava,2004-09-26,Female,bsagar@example.com,0469693964,"80/529, Nagar Nagar, Chittoor-276772",QKCRK71950,401608376659,Home,1592836,1572512,751.0,1.01,Medical,Branch,Delayed,Rejected,105.117.71.54,4df090fc-3190-4ecd-bc79-c858e1aeb12e,Firefox,Rourkela,Uttarakhand,31.689846,91.236518,149,8,0,82,1,1,1,8,True,True,True,0.95,0
Ridhi Saran,1980-09-26,Male,hdoshi@example.net,5212408736,"63/27, Sen Circle, Dhule 641725",ZRASH24187,521976976604,Business,572936,747820,385.0,0.77,Marriage,Branch,Delayed,Approved,47.26.6.111,5de3943e-4c6e-4c54-a9e3-9d99696e9a7a,Safari,Bhilwara,Punjab,10.659694,94.404644,469,11,0,53,1,1,1,1,True,True,True,0.76,0
Ansh Shere,1969-09-11,Female,upmasachdev@example.org,8166822787,"H.No. 407, Bose Path, Tiruvottiyur-231222",XCSDC14396,986993521798,Personal,1622497,620891,328.0,2.61,Travel,Online,Defaulted,Rejected,61.101.76.206,de222550-cdd2-4e81-b4e8-fa4949b5ab05,Firefox,Hyderabad,Uttarakhand,11.990388,76.319503,491,22,1,97,1,1,1,8,True,True,True,0.78,0
Lucky Bandi,2003-07-12,Male,nayakishwar@example.org,9159128720,"H.No. 39, Goel Chowk, Bhubaneswar-001662",ENDSV62016,260101020012,Personal,1123422,602260,,1.87,Investment,Agent,Defaulted,Rejected,220.159.208.144,dd31884c-3303-49de-acd4-d83af9013e73,Chrome,Hyderabad,Assam,30.509006,74.891567,12,1,1,53,3,4,1,2,True,False,True,0.48,1
Ranveer Sarna,1970-05-18,Other,jeet81@example.org,7961143386,"060, Pandit Nagar, Farrukhabad 968918",NRJKW30736,343270361303,Home,1271683,1050179,301.0,1.21,Investment,Branch,On-time,Rejected,210.232.123.3,a6190660-abce-47d3-92d3-33b19d628ac4,Firefox,Tirunelveli,Jharkhand,27.266768,70.482805,377,2,4,69,1,1,1,9,True,True,True,0.91,0
Rudra Manda,1995-02-10,Male,qarinchowdhury@example.org,4511212652,"H.No. 93, Venkatesh, Dehri-384761",KSVXX38676,135340783543,Education,2021889,241298,696.0,8.38,Travel,Branch,Defaulted,Approved,28.161.253.114,6e02e362-627a-4533-83a9-5d6e1906db4c,Edge,Ahmedabad,Odisha,30.86708,77.999272,114,18,5,96,1,1,1,6,True,True,True,0.65,0
Bimala Bal,1971-10-10,Female,amaraswaminathan@example.com,0342917131,"505, Date Chowk, Aurangabad 915167",VWBPN01760,270564920506,Home,1998769,1608336,790.0,1.24,Business,Online,On-time,Approved,154.77.216.131,63f62576-569e-4b33-b1c4-9cc5fda6c79a,Safari,Ramagundam,Himachal Pradesh,9.07253,73.846139,212,1,2,39,1,1,1,9,True,True,True,0.76,0
Tanish Modi,1991-12-09,Female,robertpandit@example.com,0436630131,"58/75, Batra Chowk, Dindigul-316418",BHGRS39273,613966136439,Auto,203598,1729765,495.0,0.12,Travel,Branch,On-time,Rejected,142.131.164.119,6379e899-d56a-4519-abc1-58c75dd19ba0,Edge,Indore,Himachal Pradesh,11.609775,78.672556,417,23,3,49,1,1,1,6,True,True,True,0.99,0
Jeet Patla,1980-04-07,Female,baradrachit@example.com,7712055806,"31, Roy Ganj, Morena-857418",HBBXQ73029,343200623268,Auto,2228000,709353,384.0,3.14,Business,Branch,On-time,Rejected,194.37.15.226,cdd71700-514a-4581-be6c-96412b5a79ec,Opera,Nandyal,Meghalaya,36.857847,73.233238,308,10,0,10,1,1,1,6,True,True,True,0.86,0
Yadavi Samra,1964-08-01,Other,amadan@example.org,4170413246,"21/998, Tak Street, Bhimavaram-159065",KIFKQ12182,520833592066,Education,748958,1596541,754.0,0.47,Travel,Branch,On-time,Rejected,130.135.72.209,a3f91eaa-96fd-4bf2-aa7b-da33139e0912,Opera,Ratlam,Bihar,36.946367,75.962105,66,2,5,81,1,1,1,7,True,True,True,0.75,0
Chandani Ghosh,1969-02-09,Other,ekani93@example.org,5425703959,"06/743, Kashyap Nagar, Motihari 780444",HYPPN89636,636624952367,Home,180613,449430,748.0,0.4,Renovation,Online,On-time,Approved,186.207.18.52,a03d3f56-fb40-445d-a99d-251db4578c22,Edge,Mango,Madhya Pradesh,18.502367,95.534546,41,19,1,86,1,1,1,8,True,True,True,0.98,0
Dipta Barad,1974-01-12,Male,radha75@example.com,7420306960,"H.No. 955, Chokshi Road, Darbhanga 947283",TYXLQ41176,206635853985,Business,627535,1260357,675.0,0.5,Medical,Branch,Defaulted,Rejected,184.98.169.33,b72abb69-0419-492e-a683-d06a8df4814d,Firefox,Chandrapur,Gujarat,35.855082,68.751487,198,15,4,49,1,1,1,9,True,True,True,0.65,0
Hemangini Suri,1993-09-04,Other,kevincherian@example.net,0404952020,"48/785, Nayar Chowk, Salem-773153",HRPQN69057,207314667836,Education,949973,1433199,592.0,0.66,Business,Branch,On-time,Approved,201.102.111.247,87099406-edc0-46bf-a83f-98c954d9bbc7,Firefox,Jaunpur,Punjab,32.731962,81.109238,463,2,5,40,1,1,1,6,True,True,True,0.88,0
Mekhala Luthra,1962-07-28,Female,jagat65@example.com,2277090101,"48/756, Jayaraman Marg, Haldia 913707",QDEFH89062,320219946696,Auto,710624,1642771,478.0,0.43,Travel,Agent,On-time,Approved,179.153.184.235,6dddd1f8-9081-477e-93ec-0e6a7702ec33,Firefox,Gandhidham,Haryana,30.969905,74.865349,513,0,2,70,1,1,1,10,True,True,True,0.75,0
Alexander Parekh,1980-05-24,Other,anvimann@example.org,2736560958,"H.No. 004, Yohannan Ganj, Purnia-387567",OJUJQ44059,564303168268,Home,411613,287883,616.0,1.43,Medical,Agent,Defaulted,Rejected,93.179.31.224,d4844d91-8021-4546-9d81-9bc42d4adc9f,Opera,Kadapa,Karnataka,19.913058,79.873572,596,2,1,40,1,1,1,2,True,True,True,0.78,0
Yuvraj Soni,1963-11-04,Female,walibhavani@example.org,3526161695,"63, Gandhi Nagar, Agra-727269",OSPDR87172,626020800539,Home,2362334,1491745,486.0,1.58,Marriage,Branch,Defaulted,Approved,172.241.149.21,ddac7449-dc6f-4f83-9066-617e8fbd977c,Chrome,Asansol,Manipur,23.024962,76.819612,173,10,5,28,1,1,1,6,True,True,True,0.98,0
Jacob Ratti,1973-09-02,Female,npuri@example.com,4152669771,"16/208, Hora Ganj, Tirunelveli 587862",AMPUY23180,837429832438,Personal,1101114,561674,581.0,1.96,Marriage,Agent,Delayed,Approved,175.199.10.112,c087d06a-1d86-4b3d-94c2-94eb699f1169,Opera,Kakinada,Haryana,26.588635,85.162445,165,5,5,79,1,1,1,10,True,True,True,0.74,0
Geetika Hora,1969-07-07,Male,calebchahal@example.com,2019318790,"04, Deshpande Zila, Saharsa 541048",YHJFK09918,360451608233,Personal,390673,245340,571.0,1.59,Business,Online,Defaulted,Rejected,48.84.47.99,bafa93ac-5a98-41c9-b317-5c6877e1b217,Opera,Bhiwani,Uttar Pradesh,26.530745,82.443104,566,9,5,38,1,1,1,8,True,True,True,0.7,0
Ucchal Master,1964-08-27,Female,vasanasaini@example.org,2253567645,"66, Borde Ganj, Vellore-512878",NIUKQ26097,161616796495,Auto,1952301,303035,361.0,6.44,Marriage,Branch,Delayed,Rejected,222.21.13.240,abb4e5fa-6dd4-466c-9935-56072cb1c331,Safari,Gopalpur,Jharkhand,13.916667,85.593148,328,22,2,93,1,1,1,6,True,True,True,0.99,0
Aradhana Yadav,1997-11-22,Female,lalldhriti@example.com,8361638063,"H.No. 33, Nazareth Nagar, Chandrapur 834233",OLXOM43108,326628624757,Business,2405735,372683,626.0,6.46,Marriage,Branch,On-time,Rejected,70.161.25.169,e3b696ad-5077-42d3-b500-669ac8e7e7a3,Safari,Jorhat,Chhattisgarh,15.189648,70.807538,305,12,4,53,1,1,1,4,True,True,True,0.99,0
Hemal Chaudhary,1992-08-17,Female,sulemaya@example.org,6344487971,"47/76, Hayer Chowk, Mumbai-331122",JERRY95724,588650638306,Business,1361621,548110,463.0,2.48,Medical,Agent,Delayed,Rejected,182.244.33.172,5110386c-9eb4-4ca6-8d02-e2c7504cc0ca,Edge,Darbhanga,Nagaland,22.423738,70.611424,410,16,3,30,1,1,1,4,True,True,True,0.83,0
Eiravati Bail,1973-12-21,Female,lataanjali@example.net,4546771922,"97/45, Walia Street, Dewas 372221",ODUAT30389,177144159410,Education,2023784,749257,,2.7,Renovation,Branch,On-time,Rejected,8.38.184.32,96b2bf3d-110c-4b73-97c1-b0e6b3bc1034,Edge,Panipat,Jharkhand,30.151846,78.612183,30,1,4,71,1,3,5,5,False,False,True,0.27,1
Kashvi Subramaniam,1970-01-12,Other,tanvimurty@example.org,9596952105,"67, Khanna Street, Siwan-720752",UJJWR46892,672145414941,Business,548329,419826,399.0,1.31,Medical,Branch,Delayed,Rejected,194.236.156.203,4e5e9f65-78dd-4c8e-bdd9-0130ba6b4ad8,Firefox,Kanpur,Manipur,13.772679,82.764553,520,1,0,4,1,1,1,3,True,True,True,0.89,0
Indira De,1991-01-24,Other,banjeet66@example.org,8544041345,"15/88, Sandhu Marg, Kochi-889255",OAMJL07085,204864949591,Education,674702,1421420,827.0,0.47,Marriage,Branch,Defaulted,Rejected,207.34.40.159,80f91cf6-4daf-4c6f-b856-62b4f8ee3134,Firefox,Raipur,Uttar Pradesh,19.395683,85.878514,314,18,2,64,1,1,1,9,True,True,True,0.81,0
Ekanta Panchal,1972-10-02,Female,dugarzaitra@example.org,8695709175,"446, Dhar Zila, Ajmer 079138",CBJPK72598,337840219252,Education,119780,922502,639.0,0.13,Business,Online,Delayed,Rejected,151.9.172.106,1eeb1969-6aa6-44d0-a57e-cac36b2e7422,Chrome,Amaravati,West Bengal,25.310379,75.700383,600,18,1,92,1,1,1,1,True,True,True,0.83,0
Kritika Swaminathan,1994-07-21,Other,ekaja60@example.com,7109696354,"H.No. 06, Pradhan Marg, Haldia 427768",LAYWH64380,510559153884,Business,1644633,459908,548.0,3.58,Renovation,Agent,Defaulted,Approved,86.143.223.67,67c22ba4-83d8-42f5-8592-3636e2d6bfda,Firefox,Kirari Suleman Nagar,Uttar Pradesh,8.549184,77.097082,163,13,5,26,1,1,1,7,True,True,True,0.8,0
Qushi Dube,1974-11-17,Female,lkaran@example.org,8875389338,"H.No. 57, Modi Marg, Bokaro 163179",QODBQ08854,585614484383,Personal,629159,1237757,512.0,0.51,Investment,Branch,Defaulted,Rejected,214.130.237.191,150515dd-53df-4d57-a8ae-9d915aad74d4,Opera,Madhyamgram,Rajasthan,18.927919,95.743879,478,17,2,69,1,1,1,6,True,True,True,0.87,0
Ayaan Rau,1998-10-05,Other,ukeer@example.com,3615387233,"29, Reddy Path, Kollam 925659",ILXJX30390,227611036274,Auto,2080798,553207,552.0,3.76,Travel,Agent,Delayed,Approved,93.76.124.83,7785316f-806d-4134-ab59-6630eccd1fca,Edge,Bhilai,Goa,30.364054,88.442127,508,10,3,44,1,1,1,9,True,True,True,0.97,0
Daksh Dyal,1968-06-12,Female,thamanfalguni@example.net,2373265423,"335, Shenoy Road, Rajpur Sonarpur 991390",AXSKZ56533,400447812023,Auto,561177,1352668,688.0,0.41,Medical,Branch,On-time,Rejected,134.1.139.64,a004fde5-497c-419f-b5cd-7ba2073faf0f,Chrome,Rewa,Manipur,16.34128,88.710097,362,14,5,32,1,1,1,8,True,True,True,0.69,0
Arjun Edwin,2006-01-18,Female,olall@example.org,9380054796,"22, Kibe Street, Varanasi-421939",QTDXG34393,926069729861,Business,1189263,437882,411.0,2.72,Investment,Agent,Defaulted,Approved,206.74.186.77,baf87345-c3e5-44e4-b90e-c7685a4ccf02,Firefox,Aurangabad,Meghalaya,9.472197,94.250342,239,20,1,6,1,1,1,2,True,True,True,0.77,0
Aadi Prakash,1971-02-03,Male,sathvik66@example.org,2709657219,"H.No. 404, Naidu, Morbi-053627",RWFGN73325,505833847089,Home,71732,1304172,461.0,0.06,Medical,Agent,Delayed,Rejected,177.84.92.45,7d7e4240-896e-4538-b293-777062f0fe03,Firefox,Ratlam,Odisha,29.921421,76.330106,300,20,0,98,1,1,1,2,True,True,True,0.86,0
Leela Ravel,2003-08-01,Other,chaudhariisaac@example.org,6966715073,"98/80, Badal Street, Kolhapur-593519",CGAWH03399,722055689167,Personal,784274,1026368,480.0,0.76,Renovation,Branch,Delayed,Approved,207.155.20.61,e9e15e8c-f2cf-419c-ba49-9c0334c71be5,Edge,Salem,Andhra Pradesh,33.425552,68.268748,589,19,0,42,1,1,1,5,True,True,True,0.78,0
Anay Modi,1979-02-17,Other,qanand@example.net,0350396170,"85/37, Rajan Ganj, Thane-279704",DFAMV14795,380158259079,Education,612875,1934801,816.0,0.32,Medical,Branch,On-time,Approved,181.220.160.60,fa0a9f12-2cb9-41ae-a158-bb23798f19d2,Edge,Mau,Arunachal Pradesh,12.712334,81.30852,271,22,1,1,1,1,1,6,True,True,True,0.92,0
Nisha Dayal,1977-11-04,Male,abeerchaudhari@example.com,7465251514,"36/823, Garg, Imphal-608735",ZKZZE97551,252318879722,Home,1750749,1884323,737.0,0.93,Investment,Branch,On-time,Rejected,206.96.189.179,22b45aa3-a130-40a5-8bdb-dac7b7d99edc,Chrome,Latur,Karnataka,13.358655,72.077744,339,7,0,33,1,1,1,7,True,True,True,0.69,0
Quincy Natt,1967-01-24,Female,hbadami@example.org,5147037137,"88, Rai Path, Thane 224964",FKNSP45064,237132177867,Auto,2493017,1665994,311.0,1.5,Travel,Agent,Delayed,Approved,82.198.36.57,27efea9a-128b-4255-9d31-9013396b7564,Chrome,Rajpur Sonarpur,Arunachal Pradesh,27.365797,81.496455,171,12,5,64,1,1,1,5,True,True,True,0.88,0
Hemangini Acharya,1982-03-02,Female,udarsh98@example.net,3846368947,"H.No. 394, Din Marg, Dibrugarh 769804",EGZFQ43760,734199254516,Auto,976308,609545,436.0,1.6,Medical,Online,Delayed,Rejected,83.48.200.97,4c487428-b701-437c-9f9b-2e854723ff9d,Safari,Chittoor,Haryana,28.356281,94.47111,558,21,1,97,1,1,1,4,True,True,True,0.87,0
Daksh Zacharia,1966-02-22,Male,bhandarilohit@example.net,5596836620,"463, Anne Chowk, Sultan Pur Majra-856569",MUENC80513,894838037542,Business,1923796,1257659,670.0,1.53,Renovation,Agent,On-time,Approved,135.55.206.157,c3abd957-4178-4550-8414-e88baf6c376f,Opera,Aizawl,Andhra Pradesh,34.183757,73.862547,557,4,1,41,1,1,1,9,True,True,True,0.78,0
Aachal Wali,1989-01-30,Other,reyansh14@example.com,1155582608,"15, Chatterjee Zila, Kozhikode 047284",TRCON84947,844861193760,Business,2100293,340718,822.0,6.16,Medical,Online,Delayed,Approved,166.106.174.154,e875b2bf-dfdd-4a2f-a07d-de5f56a918f1,Opera,Kulti,Punjab,20.047313,84.353424,580,14,5,39,1,1,1,1,True,True,True,0.76,0
Rudra Doctor,1961-11-02,Other,tamanna51@example.net,0010158990,"964, Venkataraman Zila, Amritsar 935452",SMSCV46865,626952512190,Home,2475613,303154,346.0,8.17,Medical,Branch,Defaulted,Approved,210.117.182.63,9aac4b16-4879-4ca5-b1d7-71695ebf3261,Opera,Dharmavaram,Andhra Pradesh,36.829586,95.102901,78,15,0,36,1,1,1,7,True,True,True,0.67,0
Nicholas Agrawal,1987-02-01,Other,pprakash@example.org,2088399189,"95/579, Chaudhari Zila, Bhilai 597217",WOSMT35264,914288553714,Education,1620602,952117,759.0,1.7,Medical,Branch,On-time,Approved,101.124.240.27,a0b2f48d-355b-4076-a5e8-b212235269ef,Edge,Ahmednagar,Meghalaya,11.440362,96.792557,410,16,1,93,1,1,1,4,True,True,True,0.93,0
Nandini Mannan,1971-11-23,Female,barmanjeet@example.com,4050916473,"18/754, Dhingra Circle, Kanpur 116089",PYEKB72485,393308625708,Education,2333569,1039460,844.0,2.24,Medical,Online,On-time,Rejected,15.224.176.251,6f8a0383-fbb2-4f12-8c28-294955391fb7,Edge,Tinsukia,Manipur,12.49852,73.465933,123,1,5,53,1,1,1,10,True,True,True,0.91,0
Anusha Ahluwalia,1971-08-22,Male,warhi46@example.org,7206728748,"H.No. 981, Randhawa Path, Sangli-Miraj & Kupwad 762586",MDZAV11802,140384444612,Home,914368,291119,403.0,3.14,Investment,Online,Delayed,Approved,140.16.221.70,c6b0f732-d57e-4bc7-83a9-0d9b353ddd4a,Firefox,Bhind,Gujarat,29.475691,79.665695,247,17,1,96,1,1,1,1,True,True,True,0.66,0
Wriddhish Khurana,1977-07-01,Male,bhattijackson@example.org,8378522803,"99, Gara Marg, Jorhat 922070",GZCVR10278,705968277284,Business,1387579,1361052,628.0,1.02,Marriage,Branch,On-time,Approved,87.254.120.102,647dee4c-23f8-4470-b2a3-10a3004fca6c,Safari,Satara,Tamil Nadu,16.714528,69.767771,187,20,5,54,1,1,1,9,True,True,True,0.8,0
Lekha Malhotra,1970-11-06,Other,aarushbasak@example.com,5156246930,"00, Gade Circle, Warangal 714221",FPIGB04856,270766187128,Education,2249757,818434,726.0,2.75,Medical,Online,Delayed,Rejected,119.48.203.227,a0b982f0-8885-404a-9507-ec78189f7fb2,Firefox,Bhilwara,Madhya Pradesh,29.878067,81.732046,238,9,5,18,1,1,1,8,True,True,True,0.97,0
Amol Chakrabarti,1986-08-02,Female,dhingrabanjeet@example.com,5484509669,"181, Palla Street, Kanpur-933397",PQGCT93538,520855289256,Business,2272946,431212,697.0,5.27,Marriage,Branch,On-time,Rejected,72.174.47.66,1398a41a-22cd-4679-90ba-139d0cd3db8d,Chrome,Saharsa,Manipur,34.744557,92.566868,102,17,5,24,1,1,1,1,True,True,True,0.71,0
Bhavani Dara,1979-07-28,Other,lchatterjee@example.net,3169058703,"86, Ramachandran Circle, Secunderabad-517942",VBULP78455,695960517382,Personal,355279,544607,522.0,0.65,Medical,Online,Delayed,Rejected,145.23.124.199,a620b617-eb54-4021-89f5-126d22ad209a,Chrome,Anantapuram,Arunachal Pradesh,14.142425,73.510687,128,23,3,31,1,1,1,10,True,True,True,0.88,0
Gaurav Mahal,1984-10-11,Male,maharajkavya@example.net,9365118044,"28/23, Sibal Path, Kozhikode 430585",YNWRJ46599,390357776110,Business,1398951,1776370,589.0,0.79,Medical,Branch,Defaulted,Rejected,222.165.188.90,4ecf009c-a333-4c9a-ba99-a7e0eefe5296,Edge,Latur,Himachal Pradesh,15.585287,82.87168,517,14,0,92,1,1,1,8,True,True,True,0.9,0
Megha Mishra,1973-09-24,Male,skalla@example.com,3289239196,"919, Wagle Path, Kumbakonam-035060",YWQSS82454,667866530615,Auto,1362490,1018074,346.0,1.34,Investment,Online,Defaulted,Approved,203.66.12.209,e1e6eaaa-e265-43e5-a1fd-e36f7e360f31,Chrome,Darbhanga,Telangana,15.562449,95.107989,435,9,1,25,1,1,1,6,True,True,True,0.69,0
Mohammed Kurian,1979-11-26,Male,keya99@example.org,4747363611,"H.No. 420, Gour Street, Madhyamgram 933996",XWPYH51856,359470305192,Education,2359562,1522812,645.0,1.55,Travel,Branch,Defaulted,Rejected,122.24.246.157,8bdfacc4-1fe6-46fe-92f9-6613dfcecca4,Safari,Rajkot,Manipur,12.878776,91.05429,181,4,5,69,1,1,1,8,True,True,True,0.67,0
